well_id|county|spud_date|completion_date
9383|County 9|2010-09-23|2011-01-19
9384|County 9|2015-08-12|2016-12-19
9385|County 8|2014-04-22|2014-07-01
9386|County 9|2010-12-08|2011-03-09
9387|County 1|2015-04-07|2016-03-29
9388|County 6|2017-08-12|2018-03-30
9389|County 9|2017-06-30|2018-01-09
9390|County 1|2018-09-02|2019-04-13
9391|County 1|2017-11-23|2018-07-20
9392|County 8|2021-12-14|2022-07-11
9393|County 1|2009-05-05|2009-06-01
9394|County 6|2023-01-15|2023-06-11
9395|County 8|2015-07-24|2016-04-16
9396|County 8|2015-06-11|2015-08-07
9397|County 9|2018-09-16|2019-08-04
9398|County 6|2017-07-18|2017-11-25
9399|County 6|2019-02-16|2020-06-02
9400|County 9|2013-02-26|2013-07-02
9401|County 8|2011-12-03|2012-06-03
9402|County 5|2015-09-16|2016-03-14
9403|County 6|2011-12-17|2012-03-11
9404|County 9|2013-11-10|2014-03-13
9405|County 9|2019-09-17|2020-03-08
9406|County 9|2010-03-16|2010-05-04
9407|County 8|2022-11-24|2023-08-09
9408|County 6|2018-08-23|2019-03-08
9409|County 6|2011-12-30|2012-10-10
9410|County 1|2020-01-18|2020-10-02
9411|County 1|2011-08-29|2011-12-15
9412|County 5|2014-06-21|2014-10-13
9413|County 1|2013-07-19|2013-10-03
9414|County 6|2010-06-20|2011-03-31
9415|County 5|2013-09-15|2013-10-29
9416|County 6|2013-11-13|2014-02-27
9417|County 8|2019-11-12|2020-10-14
9418|County 9|2014-01-13|2014-09-04
9419|County 1|2013-09-05|2013-11-24
9420|County 9|2007-05-31|2007-07-25
9421|County 9|2009-05-30|2009-09-14
9422|County 1|2014-08-19|2015-01-13
9423|County 5|2009-11-28|2010-02-08
9424|County 1|2021-07-27|2022-05-11
9425|County 9|2009-10-20|2009-12-23
9426|County 8|2014-07-20|2015-03-04
9427|County 1|2011-07-22|2011-11-11
9428|County 6|2012-05-28|2012-09-26
9429|County 9|2008-01-07|2008-04-03
9430|County 9|2014-07-27|2015-02-14
9431|County 8|2017-10-30|2018-05-01
9432|County 8|2013-06-24|2013-09-27
9433|County 9|2010-06-09|2010-11-04
9434|County 6|2015-03-26|2015-08-31
9435|County 1|2013-06-09|2013-08-22
9436|County 9|2014-11-13|2016-12-01
9437|County 6|2017-03-10|2018-07-30
9438|County 1|2016-11-06|2017-05-03
9439|County 6|2022-09-01|2023-05-09
9440|County 6|2014-09-02|2015-02-24
9441|County 9|2020-03-21|2020-10-24
9442|County 1|2011-04-17|2011-07-26
9443|County 1|2013-06-30|2013-10-16
9444|County 9|2021-07-17|2021-12-05
9445|County 5|2014-04-04|2014-06-18
9446|County 1|2020-09-03|2021-01-18
9447|County 7|2009-10-13|2009-12-23
9448|County 8|2008-04-09|2008-06-04
9449|County 8|2018-12-06|2019-05-20
9450|County 9|2010-02-02|2010-06-28
9451|County 9|2012-01-30|2012-06-15
9452|County 9|2010-10-11|2011-01-19
9453|County 6|2018-08-01|2019-03-11
9454|County 9|2015-03-11|2015-09-28
9455|County 4|2006-03-22|2006-06-06
9456|County 6|2018-12-18|2019-07-05
9457|County 1|2014-08-09|2014-11-28
9458|County 6|2013-03-03|2013-10-09
9459|County 9|2008-10-03|2009-06-30
9460|County 8|2021-12-13|2022-07-10
9461|County 1|2010-11-11|2011-03-11
9462|County 8|2018-04-14|2019-07-05
9463|County 1|2018-08-03|2019-04-29
9464|County 1|2017-12-04|2018-07-12
9465|County 9|2009-12-16|2010-05-01
9466|County 1|2019-08-19|2020-03-29
9467|County 1|2008-08-10|2008-10-06
9468|County 1|2017-09-07|2018-02-04
9469|County 6|2020-01-12|2020-06-01
9470|County 6|2011-03-22|2011-11-17
9471|County 4|2006-08-02|2006-10-22
9472|County 6|2021-08-10|2021-12-03
9473|County 6|2018-05-31|2018-11-29
9474|County 1|2018-04-28|2018-08-13
9475|County 8|2013-02-09|2013-06-03
9476|County 1|2017-11-13|2018-05-24
9477|County 9|2010-07-20|2010-10-22
9478|County 8|2018-04-05|2018-10-30
9479|County 1|2013-09-19|2013-11-26
9480|County 8|2017-08-22|2018-06-18
9481|County 8|2022-12-24|2023-06-24
9482|County 9|2019-11-04|2022-03-30
9483|County 6|2023-04-26|2023-11-06
9484|County 1|2015-11-08|2016-11-04
9485|County 6|2011-09-20|2011-12-01
9486|County 1|2019-10-25|2021-06-01
9487|County 6|2023-03-27|2023-09-01
9488|County 5|2012-07-31|2012-10-12
9489|County 1|2023-04-04|2023-08-04
9490|County 8|2016-07-04|2016-11-18
9491|County 9|2008-02-03|2008-06-28
9492|County 1|2019-06-27|2020-02-23
9493|County 1|2014-05-15|2014-09-25
9494|County 1|2014-07-29|2015-03-29
9495|County 1|2012-08-31|2012-11-12
9496|County 1|2018-06-12|2018-11-03
9497|County 9|2014-12-06|2015-01-18
9498|County 8|2008-06-12|2008-08-16
9499|County 1|2019-05-03|2019-10-21
9500|County 1|2011-12-21|2012-02-23
9501|County 1|2011-12-16|2012-09-18
9502|County 9|2010-10-27|2010-12-24
9503|County 1|2018-05-01|2018-11-09
9504|County 1|2011-12-03|2012-05-11
9505|County 9|2012-09-02|2013-01-31
9506|County 1|2014-01-25|2014-05-15
9507|County 1|2012-09-28|2012-12-17
9508|County 9|2008-04-25|2008-07-06
9509|County 6|2018-08-02|2019-01-02
9510|County 5|2019-05-01|2019-08-30
9511|County 5|2013-02-09|2013-06-07
9512|County 1|2012-01-26|2012-05-11
9513|County 3|2014-05-21|2014-07-11
9514|County 8|2013-09-08|2014-05-01
9515|County 9|2017-07-18|2018-12-26
9516|County 1|2011-07-02|2012-01-14
9517|County 9|2018-10-02|2019-01-04
9518|County 7|2013-08-06|2013-12-22
9519|County 8|2012-11-26|2013-09-30
9520|County 1|2018-05-04|2018-10-04
9521|County 1|2014-06-16|2015-04-29
9522|County 9|2014-04-26|2014-07-27
9523|County 9|2011-05-17|2011-10-09
9524|County 1|2020-01-30|2020-10-02
9525|County 1|2019-10-19|2023-08-18
9526|County 9|2022-05-15|2022-11-03
9527|County 1|2014-05-29|2014-09-24
9528|County 8|2013-08-29|2014-02-22
9529|County 1|2013-06-26|2013-12-28
9530|County 8|2013-05-28|2013-10-07
9531|County 1|2010-10-29|2011-04-30
9532|County 9|2018-10-14|2019-07-11
9533|County 6|2014-04-21|2014-12-19
9534|County 6|2018-06-05|2018-12-14
9535|County 1|2012-02-23|2012-10-22
9536|County 1|2019-03-10|2019-05-28
9537|County 1|2015-03-08|2017-08-16
9538|County 5|2013-04-11|2013-07-29
9539|County 6|2005-08-28|2005-11-02
9540|County 8|2021-02-09|2021-08-18
9541|County 8|2014-03-27|2014-05-14
9542|County 1|2016-02-18|2017-03-19
9543|County 6|2011-11-15|2012-02-09
9544|County 1|2014-02-28|2014-06-06
9545|County 1|2018-10-05|2019-04-02
9546|County 9|2019-02-15|2020-02-19
9547|County 9|2014-12-16|2015-03-14
9548|County 1|2011-06-12|2011-08-18
9549|County 1|2015-07-16|2017-08-14
9550|County 7|2007-01-18|2007-03-19
9551|County 1|2014-09-19|2014-12-30
9552|County 3|2013-03-29|2013-07-12
9553|County 9|2011-10-08|2012-03-13
9554|County 3|2013-01-22|2013-03-10
9555|County 6|2012-04-27|2012-07-01
9556|County 6|2014-03-19|2014-09-21
9557|County 8|2022-03-01|2022-07-19
9558|County 8|2014-05-12|2014-09-17
9559|County 6|2022-10-24|2023-02-27
9560|County 9|2014-01-20|2014-08-24
9561|County 6|2018-12-14|2019-07-19
9562|County 8|2022-12-05|2023-07-10
9563|County 1|2011-10-01|2011-12-15
9564|County 11|2023-05-09|2023-12-12
9565|County 9|2013-11-03|2014-06-07
9566|County 9|2010-05-16|2010-07-24
9567|County 9|2009-05-01|2009-06-26
9568|County 5|2006-10-05|2007-02-05
9569|County 7|2012-12-09|2013-05-05
9570|County 1|2013-12-09|2014-04-16
9571|County 8|2014-06-27|2015-02-13
9572|County 6|2007-04-07|2007-06-12
9573|County 7|2013-11-10|2014-05-08
9574|County 9|2018-01-25|2018-06-15
9575|County 1|2014-12-12|2015-03-08
9576|County 6|2007-04-09|2007-07-27
9577|County 1|2013-08-20|2013-11-13
9578|County 1|2019-08-05|2020-02-29
9579|County 1|2017-06-09|2018-08-20
9580|County 9|2022-07-13|2023-09-19
9581|County 1|2018-03-06|2018-12-16
9582|County 8|2012-09-01|2013-01-01
9583|County 1|2014-09-25|2015-01-26
9584|County 9|2011-08-17|2011-12-17
9585|County 6|2012-09-17|2012-11-16
9586|County 1|2012-01-14|2012-06-20
9587|County 9|2011-04-23|2011-07-06
9588|County 6|2022-10-26|2023-02-27
9589|County 5|2021-07-26|2021-12-07
9590|County 5|2012-02-06|2012-04-28
9591|County 9|2015-07-23|2017-06-10
9592|County 5|2013-04-03|2013-05-19
9593|County 1|2014-06-06|2014-10-01
9594|County 1|2015-01-19|2015-05-26
9595|County 1|2009-01-04|2009-03-02
9596|County 9|2018-07-06|2018-10-19
9597|County 6|2014-03-11|2014-07-28
9598|County 9|2010-01-01|2010-02-25
9599|County 6|2010-04-26|2010-07-13
9600|County 1|2011-08-20|2011-11-30
9601|County 1|2015-02-12|2017-12-14
9602|County 9|2022-04-29|2022-08-13
9603|County 9|2014-02-14|2014-07-10
9604|County 9|2013-05-28|2013-07-09
9605|County 1|2018-08-02|2019-06-05
9606|County 9|2017-12-10|2018-02-28
9607|County 8|2019-07-29|2023-03-23
9608|County 8|2018-08-05|2019-04-16
9609|County 5|2011-04-08|2011-08-06
9610|County 1|2011-07-09|2011-12-31
9611|County 6|2022-12-01|2023-06-06
9612|County 1|2012-02-22|2012-05-14
9613|County 9|2021-06-01|2021-12-26
9614|County 1|2016-09-13|2017-10-16
9615|County 8|2019-02-17|2019-07-27
9616|County 1|2013-01-18|2013-08-01
9617|County 8|2013-01-15|2013-04-11
9618|County 9|2012-12-22|2013-07-22
9619|County 1|2016-01-22|2016-05-16
9620|County 9|2022-08-05|2023-02-12
9621|County 6|2019-03-03|2019-08-16
9622|County 7|2008-08-02|2008-10-10
9623|County 1|2017-01-03|2017-07-23
9624|County 9|2008-08-30|2008-10-31
9625|County 1|2015-03-10|2017-07-19
9626|County 9|2008-01-28|2008-05-05
9627|County 7|2013-04-01|2013-08-17
9628|County 9|2015-08-17|2015-11-03
9629|County 1|2015-07-07|2016-08-17
9630|County 5|2004-09-28|2005-01-01
9631|County 1|2014-05-15|2014-12-12
9632|County 6|2010-05-12|2010-12-23
9633|County 9|2014-02-16|2014-08-13
9634|County 9|2012-12-12|2013-02-16
9635|County 1|2014-06-08|2014-09-18
9636|County 6|2014-10-22|2015-12-27
9637|County 1|2016-02-26|2016-10-31
9638|County 1|2014-04-19|2014-09-11
9639|County 8|2018-11-13|2021-07-17
9640|County 9|2010-10-11|2011-06-07
9641|County 6|2012-06-30|2012-09-07
9642|County 1|2016-04-16|2016-10-06
9643|County 1|2015-08-10|2017-01-20
9644|County 8|2012-08-13|2012-11-06
9645|County 9|2014-08-11|2016-12-10
9646|County 1|2022-04-11|2022-10-06
9647|County 1|2016-04-02|2016-09-22
9648|County 6|2011-10-29|2012-01-24
9649|County 6|2020-02-04|2022-05-31
9650|County 6|2012-02-29|2012-04-04
9651|County 8|2014-07-28|2015-06-21
9652|County 6|2008-06-10|2008-09-29
9653|County 1|2012-08-22|2012-12-18
9654|County 1|2023-01-28|2023-06-01
9655|County 6|2023-03-30|2023-09-01
9656|County 8|2009-02-20|2009-06-16
9657|County 6|2014-07-16|2015-04-09
9658|County 6|2018-09-26|2019-05-21
9659|County 9|2022-08-03|2022-12-12
9660|County 1|2020-01-08|2020-08-27
9661|County 6|2022-08-08|2023-04-15
9662|County 1|2020-08-17|2021-03-19
9663|County 6|2017-03-23|2017-09-03
9664|County 6|2007-01-03|2007-03-22
9665|County 8|2014-11-22|2016-01-25
9666|County 3|2011-06-12|2011-08-31
9667|County 6|2019-02-06|2019-10-07
9668|County 6|2011-05-03|2011-12-18
9669|County 6|2019-03-03|2019-10-13
9670|County 8|2022-09-05|2023-02-05
9671|County 8|2013-05-01|2013-12-18
9672|County 8|2016-09-16|2017-10-11
9673|County 1|2015-01-22|2016-08-13
9674|County 9|2010-06-29|2010-10-13
9675|County 1|2018-07-17|2019-06-21
9676|County 9|2021-05-12|2021-08-30
9677|County 9|2019-11-14|2021-04-07
9678|County 6|2012-11-23|2013-03-03
9679|County 6|2012-03-10|2012-05-03
9680|County 1|2017-03-17|2018-05-24
9681|County 1|2018-09-26|2019-01-28
9682|County 9|2021-11-08|2022-04-09
9683|County 1|2017-05-02|2018-03-16
9684|County 1|2020-05-09|2021-02-23
9685|County 1|2018-04-22|2019-02-12
9686|County 9|2011-03-15|2011-08-05
9687|County 9|2022-11-22|2023-10-21
9688|County 5|2014-11-04|2015-04-25
9689|County 1|2012-02-04|2012-11-20
9690|County 8|2015-07-08|2016-08-19
9691|County 1|2013-11-30|2014-03-03
9692|County 1|2017-07-07|2017-11-12
9693|County 6|2010-07-18|2010-12-03
9694|County 9|2014-06-03|2014-11-11
9695|County 8|2017-09-30|2018-05-05
9696|County 8|2013-05-16|2013-09-28
9697|County 6|2018-04-25|2018-09-14
9698|County 1|2013-08-18|2014-05-16
9699|County 6|2011-02-13|2011-08-30
9700|County 6|2017-08-05|2018-02-01
9701|County 9|2014-08-02|2014-11-15
9702|County 6|2014-01-12|2014-08-05
9703|County 6|2014-06-24|2015-01-21
9704|County 8|2020-02-09|2022-10-06
9705|County 5|2011-07-27|2012-03-24
9706|County 4|2020-05-01|2021-05-11
9707|County 1|2012-11-29|2013-04-15
9708|County 8|2016-08-07|2017-10-29
9709|County 1|2018-12-14|2019-11-08
9710|County 11|2012-12-23|2013-02-11
9711|County 1|2021-12-30|2022-05-23
9712|County 6|2012-11-21|2013-01-29
9713|County 9|2016-09-10|2017-04-01
9714|County 6|2010-04-21|2010-08-12
9715|County 1|2013-03-13|2013-09-25
9716|County 9|2013-10-02|2014-07-13
9717|County 9|2015-11-12|2017-05-31
9718|County 9|2012-09-21|2012-10-27
9719|County 8|2014-02-09|2014-09-19
9720|County 9|2014-03-01|2014-12-07
9721|County 1|2014-07-18|2014-11-08
9722|County 7|2011-05-18|2011-08-24
9723|County 1|2019-07-17|2020-03-12
9724|County 8|2016-06-04|2018-03-29
9725|County 6|2010-08-22|2011-05-31
9726|County 8|2014-02-14|2014-08-12
9727|County 6|2005-12-15|2006-03-04
9728|County 8|2011-05-09|2011-07-25
9729|County 1|2013-11-03|2014-04-12
9730|County 6|2016-09-05|2017-06-26
9731|County 8|2014-02-21|2014-09-19
9732|County 1|2015-12-19|2016-09-06
9733|County 9|2008-07-03|2008-08-24
9734|County 1|2010-07-25|2010-12-12
9735|County 1|2016-04-11|2016-09-24
9736|County 9|2008-03-27|2008-05-18
9737|County 8|2021-12-14|2022-03-05
9738|County 1|2013-10-16|2014-05-22
9739|County 1|2012-07-10|2012-10-28
9740|County 6|2018-10-23|2020-01-19
9741|County 4|2013-05-06|2013-07-29
9742|County 1|2011-11-12|2012-02-01
9743|County 6|2014-02-04|2014-05-26
9744|County 6|2009-10-25|2009-12-11
9745|County 1|2010-05-31|2010-11-05
9746|County 1|2014-01-12|2014-07-02
9747|County 6|2017-06-06|2018-02-01
9748|County 9|2021-10-20|2022-07-29
9749|County 9|2011-01-06|2011-10-29
9750|County 6|2014-07-12|2014-11-02
9751|County 8|2021-03-11|2021-12-07
9752|County 7|2022-01-24|2022-05-27
9753|County 7|2013-10-26|2014-04-12
9754|County 9|2009-09-26|2009-11-26
9755|County 1|2014-08-26|2015-10-20
9756|County 1|2014-08-18|2015-06-07
9757|County 1|2019-12-13|2020-03-18
9758|County 6|2013-08-16|2013-10-27
9759|County 1|2018-05-25|2018-08-24
9760|County 1|2022-12-27|2023-02-18
9761|County 8|2011-10-29|2012-03-28
9762|County 1|2014-10-26|2015-01-16
9763|County 1|2012-01-06|2012-05-20
9764|County 1|2020-05-14|2021-02-08
9765|County 6|2012-08-27|2012-11-27
9766|County 8|2014-02-26|2014-07-01
9767|County 1|2013-06-19|2014-01-17
9768|County 1|2011-04-21|2011-08-02
9769|County 1|2011-07-03|2011-09-24
9770|County 1|2014-05-24|2014-09-20
9771|County 9|2013-09-02|2014-03-01
9772|County 1|2018-05-10|2019-04-18
9773|County 6|2011-05-19|2012-05-11
9774|County 7|2010-04-10|2010-07-01
9775|County 6|2014-07-18|2014-11-06
9776|County 6|2018-05-26|2019-04-01
9777|County 8|2019-01-04|2019-06-01
9778|County 1|2017-04-17|2017-09-17
9779|County 9|2010-12-08|2011-08-31
9780|County 9|2017-10-24|2018-01-30
9781|County 9|2018-07-03|2018-12-21
9782|County 1|2017-02-17|2017-10-17
9783|County 3|2017-06-09|2018-10-12
9784|County 3|2012-06-20|2012-09-13
9785|County 9|2019-03-12|2019-09-06
9786|County 1|2018-07-23|2018-11-15
9787|County 1|2023-06-12|2023-12-12
9788|County 1|2014-05-06|2015-01-14
9789|County 9|2013-10-30|2014-06-18
9790|County 9|2012-06-01|2012-10-20
9791|County 8|2008-03-19|2008-05-08
9792|County 9|2013-10-23|2014-04-28
9793|County 5|2011-03-19|2011-08-20
9794|County 1|2018-04-26|2018-12-30
9795|County 9|2019-05-23|2019-10-28
9796|County 6|2017-07-23|2021-12-15
9797|County 1|2015-07-15|2017-12-16
9798|County 8|2014-06-24|2015-02-22
9799|County 6|2014-12-16|2015-04-27
9800|County 1|2023-01-03|2023-08-02
9801|County 5|2013-04-01|2013-06-24
9802|County 6|2014-06-14|2014-11-03
9803|County 9|2014-03-29|2014-09-28
9804|County 8|2023-04-04|2023-09-02
9805|County 9|2012-11-30|2013-02-25
9806|County 9|2010-03-31|2010-06-17
9807|County 9|2021-09-04|2022-06-03
9808|County 9|2010-02-20|2010-07-17
9809|County 1|2015-06-14|2016-01-14
9810|County 9|2012-02-01|2012-04-15
9811|County 1|2015-05-15|2016-05-29
9812|County 8|2014-11-26|2017-02-27
9813|County 8|2017-10-02|2018-04-22
9814|County 5|2012-11-16|2013-03-16
9815|County 1|2016-06-25|2017-07-02
9816|County 1|2014-09-30|2015-07-18
9817|County 9|2022-10-02|2023-05-13
9818|County 9|2010-06-18|2010-08-16
9819|County 6|2014-11-11|2017-08-02
9820|County 8|2012-08-31|2013-02-12
9821|County 6|2018-03-24|2018-08-31
9822|County 9|2016-04-05|2016-09-05
9823|County 8|2010-04-29|2010-07-14
9824|County 3|2012-12-15|2013-04-07
9825|County 9|2017-12-02|2018-09-22
9826|County 9|2014-07-18|2015-01-12
9827|County 6|2013-09-15|2014-02-11
9828|County 9|2006-02-06|2006-04-29
9829|County 8|2015-08-09|2016-07-21
9830|County 1|2013-04-06|2013-09-15
9831|County 6|2022-10-09|2023-03-14
9832|County 6|2018-11-30|2019-06-12
9833|County 1|2013-06-07|2014-05-01
9834|County 3|2012-12-22|2013-04-17
9835|County 1|2018-02-18|2018-08-06
9836|County 1|2014-07-16|2014-11-11
9837|County 6|2018-08-13|2019-02-17
9838|County 1|2012-07-07|2012-09-27
9839|County 6|2021-11-27|2022-09-19
9840|County 1|2014-03-23|2014-06-14
9841|County 6|2019-03-06|2019-06-08
9842|County 1|2012-05-18|2012-09-08
9843|County 1|2017-03-05|2018-05-08
9844|County 1|2011-02-19|2011-07-15
9845|County 9|2013-10-30|2014-04-13
9846|County 9|2013-10-09|2013-12-02
9847|County 1|2014-09-16|2015-06-16
9848|County 8|2011-08-31|2011-12-22
9849|County 9|2008-08-28|2008-10-29
9850|County 8|2008-07-28|2008-09-28
9851|County 7|2013-08-13|2013-12-05
9852|County 7|2012-08-18|2012-11-23
9853|County 9|2013-08-01|2014-02-10
9854|County 8|2012-06-01|2012-09-10
9855|County 1|2015-11-19|2016-04-29
9856|County 3|2014-06-12|2014-08-13
9857|County 8|2009-05-06|2009-08-30
9858|County 5|2014-04-07|2014-10-11
9859|County 9|2011-01-04|2011-06-16
9860|County 1|2018-11-22|2019-06-03
9861|County 4|2011-02-28|2011-07-20
9862|County 1|2013-02-17|2013-07-31
9863|County 1|2015-01-20|2015-11-30
9864|County 1|2014-02-02|2014-05-15
9865|County 8|2017-09-01|2018-05-08
9866|County 8|2021-03-19|2021-09-01
9867|County 1|2014-04-07|2014-09-04
9868|County 3|2016-12-03|2017-05-15
9869|County 6|2019-08-07|2023-06-26
9870|County 1|2014-07-04|2015-01-22
9871|County 1|2017-04-19|2017-09-21
9872|County 6|2013-07-28|2013-11-16
9873|County 1|2014-04-28|2015-04-01
9874|County 9|2014-06-22|2014-12-19
9875|County 6|2014-07-02|2014-09-16
9876|County 8|2021-12-08|2022-12-30
9877|County 8|2010-10-13|2011-05-01
9878|County 1|2019-04-06|2019-09-05
9879|County 1|2012-03-30|2012-07-19
9880|County 3|2013-10-31|2014-02-28
9881|County 6|2011-09-04|2012-04-24
9882|County 1|2010-11-09|2011-02-28
9883|County 9|2011-04-08|2012-02-07
9884|County 3|2012-10-30|2013-02-11
9885|County 8|2015-01-29|2015-09-03
9886|County 6|2017-11-08|2018-04-20
9887|County 9|2011-10-11|2012-03-18
9888|County 6|2021-09-27|2022-02-05
9889|County 8|2014-02-17|2014-09-19
9890|County 6|2013-03-02|2013-07-05
9891|County 6|2013-02-09|2013-06-25
9892|County 6|2017-11-03|2018-03-01
9893|County 6|2017-07-13|2017-12-01
9894|County 1|2014-01-30|2014-06-18
9895|County 9|2008-07-28|2008-09-12
9896|County 6|2013-12-17|2014-06-14
9897|County 1|2018-03-02|2018-08-03
9898|County 6|2006-11-26|2007-01-26
9899|County 6|2021-05-28|2021-08-14
9900|County 8|2013-11-19|2014-03-27
9901|County 9|2014-09-09|2015-08-05
9902|County 5|2014-05-07|2015-02-06
9903|County 9|2014-06-09|2014-11-09
9904|County 8|2011-04-12|2011-10-07
9905|County 8|2018-05-10|2018-10-15
9906|County 5|2013-02-07|2013-04-04
9907|County 6|2011-12-14|2012-03-20
9908|County 1|2014-03-24|2014-08-01
9909|County 9|2014-07-28|2014-12-02
9910|County 5|2013-03-31|2013-10-15
9911|County 6|2012-01-31|2012-05-29
9912|County 1|2021-07-29|2022-04-09
9913|County 8|2014-06-13|2015-03-13
9914|County 1|2012-11-16|2013-06-06
9915|County 4|2014-10-10|2015-01-31
9916|County 6|2017-03-31|2017-06-09
9917|County 1|2019-04-04|2019-09-04
9918|County 6|2013-05-23|2013-11-03
9919|County 5|2010-02-24|2010-04-26
9920|County 1|2023-02-08|2023-04-05
9921|County 8|2010-09-20|2011-01-26
9922|County 9|2013-10-05|2014-03-19
9923|County 1|2013-07-11|2014-01-18
9924|County 1|2017-11-24|2018-07-17
9925|County 3|2015-08-20|2015-12-15
9926|County 9|2010-08-18|2010-12-21
9927|County 6|2015-03-21|2017-11-01
9928|County 6|2017-10-27|2018-09-17
9929|County 9|2011-10-21|2012-02-12
9930|County 9|2012-04-27|2012-06-07
9931|County 1|2012-06-13|2012-12-09
9932|County 9|2017-07-15|2018-12-25
9933|County 8|2021-04-27|2021-07-17
9934|County 8|2021-03-09|2021-08-13
9935|County 6|2013-05-29|2013-08-01
9936|County 8|2021-08-22|2022-06-30
9937|County 1|2014-09-13|2015-04-10
9938|County 8|2012-06-22|2012-09-15
9939|County 6|2013-09-17|2014-11-04
9940|County 1|2019-07-03|2020-01-04
9941|County 1|2019-05-23|2019-09-24
9942|County 1|2015-07-26|2016-03-05
9943|County 9|2014-05-05|2014-12-02
9944|County 1|2019-06-01|2019-10-06
9945|County 1|2022-08-16|2023-02-01
9946|County 9|2022-06-05|2023-05-23
9947|County 6|2013-06-04|2013-11-09
9948|County 8|2008-08-23|2008-11-02
9949|County 1|2011-10-13|2012-01-25
9950|County 6|2014-05-09|2015-01-18
9951|County 8|2016-12-20|2018-07-01
9952|County 8|2013-12-17|2014-05-27
9953|County 9|2007-09-18|2008-01-19
9954|County 1|2013-01-31|2013-08-02
9955|County 9|2017-08-06|2017-11-20
9956|County 9|2020-01-13|2020-10-16
9957|County 9|2020-04-25|2021-05-20
9958|County 9|2014-07-18|2014-10-21
9959|County 1|2018-09-17|2019-01-15
9960|County 8|2020-03-09|2022-03-25
9961|County 1|2015-05-16|2016-01-08
9962|County 5|2009-10-24|2010-01-16
9963|County 1|2014-09-22|2015-05-08
9964|County 9|2011-11-20|2012-01-27
9965|County 6|2017-09-10|2018-04-01
9966|County 6|2014-09-26|2015-07-26
9967|County 9|2021-01-23|2021-03-26
9968|County 1|2019-01-27|2019-08-31
9969|County 1|2012-12-13|2013-08-12
9970|County 6|2015-01-14|2015-05-19
9971|County 1|2016-08-06|2016-12-21
9972|County 6|2012-07-18|2012-09-15
9973|County 6|2012-03-11|2012-09-20
9974|County 1|2013-03-15|2013-09-13
9975|County 9|2013-12-31|2014-08-14
9976|County 1|2020-02-19|2022-04-22
9977|County 7|2012-08-07|2012-11-04
9978|County 1|2015-09-04|2016-03-02
9979|County 1|2013-04-24|2013-11-02
9980|County 1|2012-10-11|2013-02-27
9981|County 1|2023-06-27|2023-11-04
9982|County 6|2018-01-23|2018-11-01
9983|County 9|2008-04-30|2008-06-17
9984|County 9|2011-05-21|2011-12-22
9985|County 1|2009-03-24|2009-05-14
9986|County 1|2018-06-20|2018-11-23
9987|County 9|2018-06-09|2018-10-28
9988|County 1|2014-09-25|2015-01-27
9989|County 5|2012-05-22|2012-10-06
9990|County 6|2014-07-16|2014-11-02
9991|County 6|2014-08-06|2017-10-03
9992|County 9|2010-05-08|2010-08-07
9993|County 1|2016-05-12|2017-04-11
9994|County 1|2015-02-24|2015-04-12
9995|County 8|2018-07-12|2019-02-06
9996|County 6|2011-10-04|2012-05-22
9997|County 9|2012-04-20|2012-08-04
9998|County 8|2011-10-16|2012-05-06
9999|County 8|2014-05-15|2014-10-13
10000|County 1|2013-11-06|2014-04-01
10001|County 1|2011-11-24|2012-11-18
10002|County 8|2022-01-16|2022-06-12
10003|County 6|2023-03-26|2023-09-01
10004|County 8|2011-06-29|2011-11-07
10005|County 8|2020-12-03|2021-07-01
10006|County 6|2013-06-07|2013-12-15
10007|County 6|2022-06-18|2023-02-15
10008|County 1|2023-06-18|2023-11-16
10009|County 6|2014-02-11|2014-10-07
10010|County 8|2021-06-06|2022-02-23
10011|County 1|2012-04-03|2012-07-15
10012|County 9|2013-04-02|2013-05-10
10013|County 9|2012-02-25|2012-10-28
10014|County 1|2017-11-14|2018-07-08
10015|County 8|2023-02-25|2023-09-06
10016|County 6|2022-02-10|2022-09-01
10017|County 9|2011-05-30|2011-08-20
10018|County 1|2013-01-18|2013-08-20
10019|County 1|2012-09-07|2012-12-21
10020|County 8|2015-04-23|2015-08-31
10021|County 6|2015-01-23|2015-12-15
10022|County 8|2009-10-11|2010-01-17
10023|County 1|2017-08-08|2018-06-05
10024|County 9|2009-11-14|2010-05-10
10025|County 1|2018-06-27|2019-03-12
10026|County 6|2023-04-27|2023-11-06
10027|County 1|2014-01-23|2014-05-15
10028|County 5|2012-12-12|2013-03-01
10029|County 9|2015-07-27|2017-02-20
10030|County 1|2008-01-31|2008-04-16
10031|County 9|2013-05-09|2013-11-03
10032|County 9|2017-05-06|2017-11-11
10033|County 1|2023-02-25|2023-10-01
10034|County 1|2011-03-11|2011-06-28
10035|County 1|2015-08-06|2016-01-24
10036|County 8|2022-08-20|2023-05-12
10037|County 8|2023-02-24|2023-09-15
10038|County 1|2012-08-15|2013-01-01
10039|County 1|2014-10-13|2015-01-16
10040|County 8|2015-01-31|2016-02-06
10041|County 9|2013-08-28|2014-04-26
10042|County 8|2009-10-25|2010-04-13
10043|County 6|2013-06-07|2013-08-19
10044|County 6|2008-09-26|2008-11-25
10045|County 6|2017-10-04|2018-03-26
10046|County 8|2014-12-03|2015-07-11
10047|County 8|2022-07-25|2023-02-17
